Variable,Classification,SWAT_File,Text_File_Structure,Line,Code,Data_Type,Units,Default,Min_Value,Max_Value,Description,Source_Procedure,Original_Name
atmodep_salt,CLIMATE,atmodep.cli,atmodep.cli,187,R,real,m,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,atmodep_salt(iadep)%salt(isalt)%dry
salt_ion,CLIMATE,atmodep.cli,atmodep.cli,188,R,char,,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,salt_ion
atmodep_salt,CLIMATE,atmodep.cli,atmodep.cli,189,R,real,m,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,"atmodep_salt(iadep)%salt(isalt)%rfmo(imo),imo=1,atmodep_cont%num"
salt_ion,CLIMATE,atmodep.cli,atmodep.cli,190,R,char,,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,salt_ion
atmodep_salt,CLIMATE,atmodep.cli,atmodep.cli,191,R,real,m,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,"atmodep_salt(iadep)%salt(isalt)%drymo(imo),imo=1,atmodep_cont%num"
salt_ion,CLIMATE,atmodep.cli,atmodep.cli,192,R,char,,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,salt_ion
atmodep_salt,CLIMATE,atmodep.cli,atmodep.cli,193,R,real,m,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,"atmodep_salt(iadep)%salt(isalt)%rfyr(iyr),iyr=1,atmodep_cont%num"
salt_ion,CLIMATE,atmodep.cli,atmodep.cli,194,R,char,,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,salt_ion
atmodep_salt,CLIMATE,atmodep.cli,atmodep.cli,195,R,real,m,,,,Parameter from atmodep.cli via cli_read_atmodep_salt,cli_read_atmodep_salt,"atmodep_salt(iadep)%salt(isalt)%dryyr(iyr),iyr=1,atmodep_cont%num"
cal_parms,GENERAL,cal_parms.cal,cal_parms.cal,196,R,char,,,,,Parameter from cal_parms.cal via cal_parm_read,cal_parm_read,cal_parms(i)
cal_parms,GENERAL,calibration.cal,calibration.cal,197,R,char,,,,,Parameter from calibration.cal via cal_parm_read,cal_parm_read,cal_parms(i)
chcal,GENERAL,ch_sed_budget.sft,ch_sed_budget.sft,198,R,char,,,,,Parameter from ch_sed_budget.sft via ch_read_orders_cal,ch_read_orders_cal,chcal(i)%name
chcal,GENERAL,ch_sed_budget.sft,ch_sed_budget.sft,199,R,char,,,,,Parameter from ch_sed_budget.sft via ch_read_orders_cal,ch_read_orders_cal,chcal(i)%ord_num
nspu,GENERAL,ch_sed_budget.sft,ch_sed_budget.sft,200,R,char,,,,,Parameter from ch_sed_budget.sft via ch_read_orders_cal,ch_read_orders_cal,nspu
chcal,GENERAL,ch_sed_budget.sft,ch_sed_budget.sft,201,R,char,,,,,Parameter from ch_sed_budget.sft via ch_read_orders_cal,ch_read_orders_cal,chcal(i)%name
chcal,GENERAL,ch_sed_budget.sft,ch_sed_budget.sft,202,R,char,,,,,Parameter from ch_sed_budget.sft via ch_read_orders_cal,ch_read_orders_cal,chcal(i)%ord_num
nspu,GENERAL,ch_sed_budget.sft,ch_sed_budget.sft,203,R,char,,,,,Parameter from ch_sed_budget.sft via ch_read_orders_cal,ch_read_orders_cal,nspu
"elem_cnt, isp = 1, nspu",GENERAL,ch_sed_budget.sft,ch_sed_budget.sft,204,R,int,,,,,Parameter from ch_sed_budget.sft via ch_read_orders_cal,ch_read_orders_cal,"elem_cnt(isp), isp = 1, nspu"
chcal,GENERAL,ch_sed_budget.sft,ch_sed_budget.sft,205,R,char,,,,,Parameter from ch_sed_budget.sft via ch_read_orders_cal,ch_read_orders_cal,chcal(i)%ord(iord)%meas
ch_prms,GENERAL,ch_sed_parms.sft,ch_sed_parms.sft,206,R,char,,,,,Parameter from ch_sed_parms.sft via ch_read_parms_cal,ch_read_parms_cal,ch_prms(i)%name
ch_prms,GENERAL,ch_sed_parms.sft,ch_sed_parms.sft,207,R,char,,,,,Parameter from ch_sed_parms.sft via ch_read_parms_cal,ch_read_parms_cal,ch_prms(i)%chg_typ
ch_prms,GENERAL,ch_sed_parms.sft,ch_sed_parms.sft,208,R,char,,,,,Parameter from ch_sed_parms.sft via ch_read_parms_cal,ch_read_parms_cal,ch_prms(i)%neg
ch_prms,GENERAL,ch_sed_parms.sft,ch_sed_parms.sft,209,R,char,,,,,Parameter from ch_sed_parms.sft via ch_read_parms_cal,ch_read_parms_cal,ch_prms(i)%pos
ch_prms,GENERAL,ch_sed_parms.sft,ch_sed_parms.sft,210,R,char,,,,,Parameter from ch_sed_parms.sft via ch_read_parms_cal,ch_read_parms_cal,ch_prms(i)%lo
ch_prms,GENERAL,ch_sed_parms.sft,ch_sed_parms.sft,211,R,char,,,,,Parameter from ch_sed_parms.sft via ch_read_parms_cal,ch_read_parms_cal,ch_prms(i)%up
id,CHANNEL,chan-surf.lin,chan-surf.lin,212,R,int,,,,,Parameter from chan-surf.lin via inferred,inferred,id
name,CHANNEL,chan-surf.lin,chan-surf.lin,213,R,char,,,,,Parameter from chan-surf.lin via inferred,inferred,name
len,CHANNEL,chan-surf.lin,chan-surf.lin,214,R,real,m,,,,Parameter from chan-surf.lin via inferred,inferred,len
wdt,CHANNEL,chan-surf.lin,chan-surf.lin,215,R,real,m,,,,Parameter from chan-surf.lin via inferred,inferred,wdt
dep,CHANNEL,chan-surf.lin,chan-surf.lin,216,R,real,m,,,,Parameter from chan-surf.lin via inferred,inferred,dep
slp,CHANNEL,chan-surf.lin,chan-surf.lin,217,R,real,%,,,,Parameter from chan-surf.lin via inferred,inferred,slp
hru_db,CHANNEL,chandeg.con,chandeg.con,218,R,char,,,,,Parameter from chandeg.con via hru_read,hru_read,hru_db(i)%dbsc
ch_dat_c,CHANNEL,chandeg.con,chandeg.con,219,R,char,,,,,Parameter from chandeg.con via ch_read,ch_read,ch_dat_c(ichi)
res_dat_c,CHANNEL,chandeg.con,chandeg.con,220,R,char,,,,,Parameter from chandeg.con via res_read,res_read,res_dat_c(ires)
aqudb,CHANNEL,chandeg.con,chandeg.con,221,R,char,,,,,Parameter from chandeg.con via aqu_read,aqu_read,aqudb(i)
jday,CHANNEL,chandeg.con,chandeg.con,222,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,jday
mo,CHANNEL,chandeg.con,chandeg.con,223,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,mo
day_mo,CHANNEL,chandeg.con,chandeg.con,224,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,day_mo
iyr,CHANNEL,chandeg.con,chandeg.con,225,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,iyr
jday1,CHANNEL,chandeg.con,chandeg.con,226,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,jday1
mo1,CHANNEL,chandeg.con,chandeg.con,227,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,mo1
day_mo,CHANNEL,chandeg.con,chandeg.con,228,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,day_mo
iyr,CHANNEL,chandeg.con,chandeg.con,229,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,iyr
jday,CHANNEL,chandeg.con,chandeg.con,230,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,jday
mo,CHANNEL,chandeg.con,chandeg.con,231,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,mo
day_mo,CHANNEL,chandeg.con,chandeg.con,232,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,day_mo
iyr,CHANNEL,chandeg.con,chandeg.con,233,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,iyr
ob_typ,CHANNEL,chandeg.con,chandeg.con,234,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,ob_typ
ob_name,CHANNEL,chandeg.con,chandeg.con,235,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,ob_name
recall,CHANNEL,chandeg.con,chandeg.con,236,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,"recall(i)%hd(jday1,iyrs)"
jday,CHANNEL,chandeg.con,chandeg.con,237,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,jday
mo,CHANNEL,chandeg.con,chandeg.con,238,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,mo
day_mo,CHANNEL,chandeg.con,chandeg.con,239,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,day_mo
iyr,CHANNEL,chandeg.con,chandeg.con,240,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,iyr
ob_typ,CHANNEL,chandeg.con,chandeg.con,241,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,ob_typ
ob_name,CHANNEL,chandeg.con,chandeg.con,242,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,ob_name
recall,CHANNEL,chandeg.con,chandeg.con,243,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,"recall(i)%hd(mo1,iyrs)"
jday,CHANNEL,chandeg.con,chandeg.con,244,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,jday
mo,CHANNEL,chandeg.con,chandeg.con,245,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,mo
day_mo,CHANNEL,chandeg.con,chandeg.con,246,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,day_mo
iyr,CHANNEL,chandeg.con,chandeg.con,247,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,iyr
ob_typ,CHANNEL,chandeg.con,chandeg.con,248,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,ob_typ
ob_name,CHANNEL,chandeg.con,chandeg.con,249,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,ob_name
ht1,CHANNEL,chandeg.con,chandeg.con,250,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,ht1
iyr,CHANNEL,chandeg.con,chandeg.con,251,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,iyr
istep,CHANNEL,chandeg.con,chandeg.con,252,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,istep
iyr,CHANNEL,chandeg.con,chandeg.con,253,R,int,,,,,Parameter from chandeg.con via recall_read,recall_read,iyr
istep,CHANNEL,chandeg.con,chandeg.con,254,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,istep
recall,CHANNEL,chandeg.con,chandeg.con,255,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,"recall(i)%hd(istep,iyrs)"
recall,CHANNEL,chandeg.con,chandeg.con,256,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,recall(i)%name
recall,CHANNEL,chandeg.con,chandeg.con,257,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,recall(i)%typ
recall,CHANNEL,chandeg.con,chandeg.con,258,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,recall(i)%filename
rec_pest,CHANNEL,chandeg.con,chandeg.con,259,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,rec_pest(i)%name
rec_pest,CHANNEL,chandeg.con,chandeg.con,260,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,rec_pest(i)%typ
rec_pest,CHANNEL,chandeg.con,chandeg.con,261,R,char,,,,,Parameter from chandeg.con via recall_read,recall_read,rec_pest(i)%filename
ch_hyd,CHANNEL,channel-lte.cha,channel-lte.cha,262,R,char,,,,,Parameter from channel-lte.cha via ch_read_hyd,ch_read_hyd,ch_hyd(ich)
ch_sed,CHANNEL,channel-lte.cha,channel-lte.cha,263,R,char,,,,,Parameter from channel-lte.cha via ch_read_sed,ch_read_sed,ch_sed(ich)
ch_nut,CHANNEL,channel-lte.cha,channel-lte.cha,264,R,char,,,,,Parameter from channel-lte.cha via ch_read_nut,ch_read_nut,ch_nut(ich)
ch_dat_c,CHANNEL,channel-lte.cha,channel-lte.cha,265,R,char,,,,,Parameter from channel-lte.cha via ch_read,ch_read,ch_dat_c(ichi)
grid_nrow,CHANNEL,channel-lte.cha,channel-lte.cha,266,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,grid_nrow
grid_ncol,CHANNEL,channel-lte.cha,channel-lte.cha,267,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,grid_ncol
gwflag_day,CHANNEL,channel-lte.cha,channel-lte.cha,268,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gwflag_day
gwflag_yr,CHANNEL,channel-lte.cha,channel-lte.cha,269,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gwflag_yr
gwflag_aa,CHANNEL,channel-lte.cha,channel-lte.cha,270,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gwflag_aa
dum,CHANNEL,channel-lte.cha,channel-lte.cha,271,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,dum
zones_aquK,CHANNEL,channel-lte.cha,channel-lte.cha,272,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,zones_aquK(i)
dum,CHANNEL,channel-lte.cha,channel-lte.cha,273,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,dum
zones_aquSy,CHANNEL,channel-lte.cha,channel-lte.cha,274,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,zones_aquSy(i)
dum,CHANNEL,channel-lte.cha,channel-lte.cha,275,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,dum
zones_strK,CHANNEL,channel-lte.cha,channel-lte.cha,276,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,zones_strK(i)
dum,CHANNEL,channel-lte.cha,channel-lte.cha,277,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,dum
zones_strbed,CHANNEL,channel-lte.cha,channel-lte.cha,278,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,zones_strbed(i)
",j=1,grid_ncol),i=1,grid_nrow",CHANNEL,channel-lte.cha,channel-lte.cha,279,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"(grid_status(i,j),j=1,grid_ncol),i=1,grid_nrow"
",j=1,grid_ncol),i=1,grid_nrow",CHANNEL,channel-lte.cha,channel-lte.cha,280,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"(grid_val(i,j),j=1,grid_ncol),i=1,grid_nrow"
",j=1,grid_ncol),i=1,grid_nrow",CHANNEL,channel-lte.cha,channel-lte.cha,281,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"(grid_int(i,j),j=1,grid_ncol),i=1,grid_nrow"
dum1,CHANNEL,channel-lte.cha,channel-lte.cha,282,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,dum1
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,283,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%stat
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,284,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%elev
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,285,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%thck
K_zone,CHANNEL,channel-lte.cha,channel-lte.cha,286,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,K_zone
Sy_zone,CHANNEL,channel-lte.cha,channel-lte.cha,287,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,Sy_zone
delay,CHANNEL,channel-lte.cha,channel-lte.cha,288,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,delay(i)
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,289,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%exdp
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,290,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%init
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,291,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%xcrd
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,292,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%ycrd
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,293,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%area
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,294,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%ncon
dum1,CHANNEL,channel-lte.cha,channel-lte.cha,295,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,dum1
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,296,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%stat
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,297,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%elev
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,298,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%thck
K_zone,CHANNEL,channel-lte.cha,channel-lte.cha,299,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,K_zone
Sy_zone,CHANNEL,channel-lte.cha,channel-lte.cha,300,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,Sy_zone
delay,CHANNEL,channel-lte.cha,channel-lte.cha,301,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,delay(i)
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,302,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%exdp
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,303,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%init
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,304,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%xcrd
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,305,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%ycrd
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,306,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%area
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,307,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%ncon
cell_con,CHANNEL,channel-lte.cha,channel-lte.cha,308,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"cell_con(i)%cell_id(j),j=1,gw_state(i)%ncon"
gw_output_yr,CHANNEL,channel-lte.cha,channel-lte.cha,309,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_output_yr(i)
gw_output_day,CHANNEL,channel-lte.cha,channel-lte.cha,310,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_output_day(i)
gw_obs_cells,CHANNEL,channel-lte.cha,channel-lte.cha,311,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_obs_cells(k)
usgs_id,CHANNEL,channel-lte.cha,channel-lte.cha,312,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,usgs_id(k)
gw_obs_cells,CHANNEL,channel-lte.cha,channel-lte.cha,313,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_obs_cells(k)
pumpex_cell,CHANNEL,channel-lte.cha,channel-lte.cha,314,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,pumpex_cell
gw_pumpex_nperiods,CHANNEL,channel-lte.cha,channel-lte.cha,315,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_pumpex_nperiods(i)
gw_pumpex_dates,CHANNEL,channel-lte.cha,channel-lte.cha,316,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"gw_pumpex_dates(i,1,j)"
gw_pumpex_dates,CHANNEL,channel-lte.cha,channel-lte.cha,317,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"gw_pumpex_dates(i,2,j)"
gw_pumpex_rates,CHANNEL,channel-lte.cha,channel-lte.cha,318,R,real,1/day,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"gw_pumpex_rates(i,j)"
num_tile_cells,CHANNEL,channel-lte.cha,channel-lte.cha,319,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,num_tile_cells(i)
gw_tile_groups,CHANNEL,channel-lte.cha,channel-lte.cha,320,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"gw_tile_groups(i,j)"
"grid_int,j=1,grid_ncol",CHANNEL,channel-lte.cha,channel-lte.cha,321,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"grid_int(i,j),j=1,grid_ncol"
gw_state,CHANNEL,channel-lte.cha,channel-lte.cha,322,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_state(i)%tile
gwsol_sorb,CHANNEL,channel-lte.cha,channel-lte.cha,323,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gwsol_sorb(s)
gwsol_rctn,CHANNEL,channel-lte.cha,channel-lte.cha,324,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gwsol_rctn(s)
canal_out_conc,CHANNEL,channel-lte.cha,channel-lte.cha,325,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,canal_out_conc(s)
"grid_val,j=1,grid_ncol",CHANNEL,channel-lte.cha,channel-lte.cha,326,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"grid_val(i,j),j=1,grid_ncol"
gwsol_state,CHANNEL,channel-lte.cha,channel-lte.cha,327,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"gwsol_state(i)%solute(s)%conc,s=1,gw_nsolute"
"cell_int,i=1,ncell",CHANNEL,channel-lte.cha,channel-lte.cha,328,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"cell_int(i),i=1,ncell"
"grid_int,j=1,grid_ncol",CHANNEL,channel-lte.cha,channel-lte.cha,329,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"grid_int(i,j),j=1,grid_ncol"
usgs_site_id,CHANNEL,channel-lte.cha,channel-lte.cha,330,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,usgs_site_id
usgs_lat,CHANNEL,channel-lte.cha,channel-lte.cha,331,R,real,deg,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,usgs_lat
usgs_long,CHANNEL,channel-lte.cha,channel-lte.cha,332,R,real,deg,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,usgs_long
"head_vals,j=1,101",CHANNEL,channel-lte.cha,channel-lte.cha,333,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,"head_vals(j),j=1,101"
hru_pump_ids,CHANNEL,channel-lte.cha,channel-lte.cha,334,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,hru_pump_ids(i)
res_cell,CHANNEL,channel-lte.cha,channel-lte.cha,335,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,res_cell
res_id,CHANNEL,channel-lte.cha,channel-lte.cha,336,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,res_id
res_stage,CHANNEL,channel-lte.cha,channel-lte.cha,337,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,res_stage
gw_fp_cellid,CHANNEL,channel-lte.cha,channel-lte.cha,338,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_fp_cellid(i)
gw_fp_chanid,CHANNEL,channel-lte.cha,channel-lte.cha,339,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_fp_chanid(i)
gw_fp_K,CHANNEL,channel-lte.cha,channel-lte.cha,340,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_fp_K(i)
gw_fp_area,CHANNEL,channel-lte.cha,channel-lte.cha,341,R,real,ha,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,gw_fp_area(i)
canal,CHANNEL,channel-lte.cha,channel-lte.cha,342,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,canal
channel,CHANNEL,channel-lte.cha,channel-lte.cha,343,R,char,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,channel
width,CHANNEL,channel-lte.cha,channel-lte.cha,344,R,int,,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,width
depth,CHANNEL,channel-lte.cha,channel-lte.cha,345,R,real,m,,,,Parameter from channel-lte.cha via gwflow_read,gwflow_read,depth
